"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"rank.level"	"dummy.id"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus villorum"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus villorum"	"EZ_3775"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus wangshanyuanii"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus wangshanyuanii"	"EZ_3776"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus xiangfangensis"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus xiangfangensis"	"EZ_3777"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Enterovibrio"	"Enterovibrio calviensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;Enterovibrio calviensis"	"EZ_3778"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Enterovibrio"	"Enterovibrio coralii"	"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;Enterovibrio coralii"	"EZ_3779"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Enterovibrio"	"Enterovibrio nigricans"	"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;Enterovibrio nigricans"	"EZ_3780"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Enterovibrio"	"Enterovibrio norvegicus"	"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;Enterovibrio norvegicus"	"EZ_3781"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Enterovibrio"	"Enterovibrio pacificus"	"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;Enterovibrio pacificus"	"EZ_3782"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylobacteriaceae"	"Enterovirga"	"Enterovirga rhinocerotis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Enterovirga;Enterovirga rhinocerotis"	"EZ_3783"
"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Entomoplasmataceae"	"Entomoplasma"	"Entomoplasma freundtii"	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;Entomoplasma freundtii"	"EZ_3784"
"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Entomoplasmataceae"	"Entomoplasma"	"Entomoplasma lucivorax"	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;Entomoplasma lucivorax"	"EZ_3785"
"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Entomoplasmataceae"	"Entomoplasma"	"Entomoplasma luminosum"	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;Entomoplasma luminosum"	"EZ_3786"
"Bacteria"	"Tenericutes"	"Mollicutes"	"Entomoplasmatales"	"Entomoplasmataceae"	"Entomoplasma"	"Entomoplasma somnilux"	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;Entomoplasma somnilux"	"EZ_3787"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Eoetvoesia"	"Eoetvoesia caeni"	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Eoetvoesia;Eoetvoesia caeni"	"EZ_3788"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Roseobacteraceae"	"Epibacterium"	"Epibacterium ulvae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Epibacterium;Epibacterium ulvae"	"EZ_3789"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Epulopiscium"	"Epulopiscium fishelsoni"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Epulopiscium;Epulopiscium fishelsoni"	"EZ_3790"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Oscillospiraceae"	"Ercella"	"Ercella succinigenes"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ercella;Ercella succinigenes"	"EZ_3791"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Eremococcus"	"Eremococcus coleocola"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Eremococcus;Eremococcus coleocola"	"EZ_3792"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia amylovora"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia amylovora"	"EZ_3793"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia aphidicola"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia aphidicola"	"EZ_3794"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia billingiae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia billingiae"	"EZ_3795"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia endophytica"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia endophytica"	"EZ_3796"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia iniecta"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia iniecta"	"EZ_3797"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia oleae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia oleae"	"EZ_3798"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia papayae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia papayae"	"EZ_3799"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia persicina"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia persicina"	"EZ_3800"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia piriflorinigrans"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia piriflorinigrans"	"EZ_3801"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia psidii"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia psidii"	"EZ_3802"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia pyrifoliae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia pyrifoliae"	"EZ_3803"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia rhapontici"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia rhapontici"	"EZ_3804"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia tasmaniensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia tasmaniensis"	"EZ_3805"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia toletana"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia toletana"	"EZ_3806"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia typographi"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia typographi"	"EZ_3807"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Erwinia"	"Erwinia uzenensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia uzenensis"	"EZ_3808"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	"Erysipelothrix inopinata"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix inopinata"	"EZ_3809"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	"Erysipelothrix larvae"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix larvae"	"EZ_3810"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	"Erysipelothrix rhusiopathiae"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix rhusiopathiae"	"EZ_3811"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	"Erysipelothrix tonsillarum"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix tonsillarum"	"EZ_3812"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"Erythrobacter litoralis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter litoralis"	"EZ_3813"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"Erythrobacter longus"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter longus"	"EZ_3814"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Erythrobacter"	"Erythrobacter westpacificensis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter westpacificensis"	"EZ_3815"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia albertii"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia albertii"	"EZ_3816"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"EZ_3817"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia fergusonii"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii"	"EZ_3818"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia marmotae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia marmotae"	"EZ_3819"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Oscillospiraceae"	"Ethanoligenens"	"Ethanoligenens harbinense"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ethanoligenens;Ethanoligenens harbinense"	"EZ_3820"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium aggregans"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium aggregans"	"EZ_3821"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium barkeri"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium barkeri"	"EZ_3822"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium callanderi"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium callanderi"	"EZ_3823"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium coprostanoligenes"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium coprostanoligenes"	"EZ_3824"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium limosum"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium limosum"	"EZ_3825"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium multiforme"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium multiforme"	"EZ_3826"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium oxidoreducens"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium oxidoreducens"	"EZ_3827"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium plexicaudatum"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum"	"EZ_3828"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium pyruvativorans"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium pyruvativorans"	"EZ_3829"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium rangiferina"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium rangiferina"	"EZ_3830"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium ruminantium"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium ruminantium"	"EZ_3831"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium ventriosum"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium ventriosum"	"EZ_3832"
"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Eudoraea"	"Eudoraea adriatica"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Eudoraea;Eudoraea adriatica"	"EZ_3833"
"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Eudoraea"	"Eudoraea chungangensis"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Eudoraea;Eudoraea chungangensis"	"EZ_3834"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Maricaulales"	"Maricaulaceae"	"Euryhalocaulis"	"Euryhalocaulis caribicus"	"Bacteria;Proteobacteria;Alphaproteobacteria;Maricaulales;Maricaulaceae;Euryhalocaulis;Euryhalocaulis caribicus"	"EZ_3835"
"Bacteria"	"Actinobacteria"	"Nitriliruptoria"	"Euzebyales"	"Euzebyaceae"	"Euzebya"	"Euzebya tangerina"	"Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;Euzebya;Euzebya tangerina"	"EZ_3836"
"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Euzebyella"	"Euzebyella marina"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Euzebyella;Euzebyella marina"	"EZ_3837"
"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Euzebyella"	"Euzebyella saccharophila"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Euzebyella;Euzebyella saccharophila"	"EZ_3838"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Ewingella"	"Ewingella americana"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Ewingella;Ewingella americana"	"EZ_3839"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium acetylicum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium acetylicum"	"EZ_3840"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium aestuarii"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium aestuarii"	"EZ_3841"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium alkaliphilum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium alkaliphilum"	"EZ_3842"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium antarcticum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium antarcticum"	"EZ_3843"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium aquaticum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium aquaticum"	"EZ_3844"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium artemiae"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium artemiae"	"EZ_3845"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium aurantiacum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium aurantiacum"	"EZ_3846"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium enclense"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium enclense"	"EZ_3847"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium himgiriensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium himgiriensis"	"EZ_3848"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium indicum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium indicum"	"EZ_3849"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium marinum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium marinum"	"EZ_3850"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium mexicanum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium mexicanum"	"EZ_3851"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium oxidotolerans"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium oxidotolerans"	"EZ_3852"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium profundum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium profundum"	"EZ_3853"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium sibiricum"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium sibiricum"	"EZ_3854"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium soli"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium soli"	"EZ_3855"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"f__Bacillales"	"Exiguobacterium"	"Exiguobacterium undae"	"Bacteria;Firmicutes;Bacilli;Bacillales;f__Bacillales;Exiguobacterium;Exiguobacterium undae"	"EZ_3856"
"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"f__Spirochaetales"	"Exilispira"	"Exilispira thermophila"	"Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;f__Spirochaetales;Exilispira;Exilispira thermophila"	"EZ_3857"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Extensimonas"	"Extensimonas vulgaris"	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Extensimonas;Extensimonas vulgaris"	"EZ_3858"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Extibacter"	"Extibacter muris"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Extibacter;Extibacter muris"	"EZ_3859"
"Bacteria"	"Firmicutes"	"Tissierellia"	"o__Tissierellia"	"f__o__Tissierellia"	"Ezakiella"	"Ezakiella massiliensis"	"Bacteria;Firmicutes;Tissierellia;o__Tissierellia;f__o__Tissierellia;Ezakiella;Ezakiella massiliensis"	"EZ_3860"
"Bacteria"	"Firmicutes"	"Tissierellia"	"o__Tissierellia"	"f__o__Tissierellia"	"Ezakiella"	"Ezakiella peruensis"	"Bacteria;Firmicutes;Tissierellia;o__Tissierellia;f__o__Tissierellia;Ezakiella;Ezakiella peruensis"	"EZ_3861"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"Facklamia hominis"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia hominis"	"EZ_3862"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"Facklamia ignava"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia ignava"	"EZ_3863"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"Facklamia languida"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia languida"	"EZ_3864"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"Facklamia miroungae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia miroungae"	"EZ_3865"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"Facklamia sourekii"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia sourekii"	"EZ_3866"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"Facklamia tabacinasalis"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia tabacinasalis"	"EZ_3867"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Oscillospiraceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii"	"EZ_3868"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	"Faecalibaculum rodentium"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;Faecalibaculum rodentium"	"EZ_3869"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Faecalicatena"	"Faecalicatena contorta"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta"	"EZ_3870"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Faecalicatena"	"Faecalicatena fissicatena"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena fissicatena"	"EZ_3871"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Faecalicatena"	"Faecalicatena orotica"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena orotica"	"EZ_3872"
