"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"rank.level"	"dummy.id"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalicoccus"	"Faecalicoccus acidiformans"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;Faecalicoccus acidiformans"	"EZ_3873"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalicoccus"	"Faecalicoccus pleomorphus"	"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;Faecalicoccus pleomorphus"	"EZ_3874"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Faecalimonas"	"Faecalimonas umbilicata"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalimonas;Faecalimonas umbilicata"	"EZ_3875"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Falcatimonas"	"Falcatimonas natans"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Falcatimonas;Falcatimonas natans"	"EZ_3876"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Falsibacillus"	"Falsibacillus pallidus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Falsibacillus;Falsibacillus pallidus"	"EZ_3877"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Falsiporphyromonas"	"Falsiporphyromonas endometrii"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Falsiporphyromonas;Falsiporphyromonas endometrii"	"EZ_3878"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Falsirhodobacter"	"Falsirhodobacter deserti"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;Falsirhodobacter deserti"	"EZ_3879"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Falsirhodobacter"	"Falsirhodobacter halotolerans"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;Falsirhodobacter halotolerans"	"EZ_3880"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Brucellaceae"	"Falsochrobactrum"	"Falsochrobactrum ovis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Falsochrobactrum;Falsochrobactrum ovis"	"EZ_3881"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Fastidiosibacteraceae"	"Fangia"	"Fangia hongkongensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;Fangia;Fangia hongkongensis"	"EZ_3882"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Fastidiosibacteraceae"	"Fastidiosibacter"	"Fastidiosibacter lacustris"	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;Fastidiosibacter;Fastidiosibacter lacustris"	"EZ_3883"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Oscillospiraceae"	"Fastidiosipila"	"Fastidiosipila sanguinis"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Fastidiosipila;Fastidiosipila sanguinis"	"EZ_3884"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Faucicola"	"Faucicola mancuniensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Faucicola;Faucicola mancuniensis"	"EZ_3885"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"f__Eubacteriales"	"Fenollaria"	"Fenollaria massiliensis"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;f__Eubacteriales;Fenollaria;Fenollaria massiliensis"	"EZ_3886"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fermentibacillus"	"Fermentibacillus polygoni"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fermentibacillus;Fermentibacillus polygoni"	"EZ_3887"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Fermentimonas"	"Fermentimonas caenicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;Fermentimonas caenicola"	"EZ_3888"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Azonexaceae"	"Ferribacterium"	"Ferribacterium limneticum"	"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Ferribacterium;Ferribacterium limneticum"	"EZ_3889"
"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ferrimicrobium"	"Ferrimicrobium acidiphilum"	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrimicrobium;Ferrimicrobium acidiphilum"	"EZ_3890"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas balearica"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas balearica"	"EZ_3891"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas futtsuensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas futtsuensis"	"EZ_3892"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas gelatinilytica"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas gelatinilytica"	"EZ_3893"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas kyonanensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas kyonanensis"	"EZ_3894"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas marina"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas marina"	"EZ_3895"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas pelagia"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas pelagia"	"EZ_3896"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas sediminum"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas sediminum"	"EZ_3897"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Ferrimonadaceae"	"Ferrimonas"	"Ferrimonas senticii"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas senticii"	"EZ_3898"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Ferriphaselus"	"Ferriphaselus amnicola"	"Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Ferriphaselus;Ferriphaselus amnicola"	"EZ_3899"
"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ferrithrix"	"Ferrithrix thermotolerans"	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;Ferrithrix thermotolerans"	"EZ_3900"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Ferritrophicales"	"Ferritrophicaceae"	"Ferritrophicum"	"Ferritrophicum radicicola"	"Bacteria;Proteobacteria;Betaproteobacteria;Ferritrophicales;Ferritrophicaceae;Ferritrophicum;Ferritrophicum radicicola"	"EZ_3901"
"Archaea"	"Euryarchaeota"	"Archaeoglobi"	"Archaeoglobales"	"Archaeoglobaceae"	"Ferroglobus"	"Ferroglobus placidus"	"Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus"	"EZ_3902"
"Archaea"	"Candidatus Thermoplasmatota"	"Thermoplasmata"	"Thermoplasmatales"	"Ferroplasmaceae"	"Ferroplasma"	"Ferroplasma acidiphilum"	"Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;Ferroplasma acidiphilum"	"EZ_3903"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Ferrovibrio"	"Ferrovibrio denitrificans"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferrovibrio;Ferrovibrio denitrificans"	"EZ_3904"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Ferrovibrio"	"Ferrovibrio soli"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferrovibrio;Ferrovibrio soli"	"EZ_3905"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Ferrovibrio"	"Ferrovibrio xuzhouensis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferrovibrio;Ferrovibrio xuzhouensis"	"EZ_3906"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter alkalilentus"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter alkalilentus"	"EZ_3907"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter lapsinanis"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter lapsinanis"	"EZ_3908"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter paludis"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter paludis"	"EZ_3909"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter profundus"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter profundus"	"EZ_3910"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter yonginensis"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter yonginensis"	"EZ_3911"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Fervidicella"	"Fervidicella metallireducens"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Fervidicella;Fervidicella metallireducens"	"EZ_3912"
"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Fervidicoccales"	"Fervidicoccaceae"	"Fervidicoccus"	"Fervidicoccus fontis"	"Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;Fervidicoccaceae;Fervidicoccus;Fervidicoccus fontis"	"EZ_3913"
"Bacteria"	"Firmicutes"	"Clostridia"	"Thermosediminibacterales"	"Thermosediminibacteraceae"	"Fervidicola"	"Fervidicola ferrireducens"	"Bacteria;Firmicutes;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Fervidicola;Fervidicola ferrireducens"	"EZ_3914"
"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"	"Fervidobacterium changbaicum"	"Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium changbaicum"	"EZ_3915"
"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"	"Fervidobacterium gondwanense"	"Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium gondwanense"	"EZ_3916"
"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"	"Fervidobacterium nodosum"	"Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium nodosum"	"EZ_3917"
"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"	"Fervidobacterium pennivorans"	"Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium pennivorans"	"EZ_3918"
"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"	"Fervidobacterium riparium"	"Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium riparium"	"EZ_3919"
"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"Fervidobacterium"	"Fervidobacterium thailandense"	"Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;Fervidobacterium thailandense"	"EZ_3920"
"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Fibrella"	"Fibrella aestuarina"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrella;Fibrella aestuarina"	"EZ_3921"
"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Fibrisoma"	"Fibrisoma limi"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrisoma;Fibrisoma limi"	"EZ_3922"
"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Fibrobacter"	"Fibrobacter intestinalis"	"Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter intestinalis"	"EZ_3923"
"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Fibrobacter"	"Fibrobacter succinogenes"	"Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter succinogenes"	"EZ_3924"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus aquaticus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus aquaticus"	"EZ_3925"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus arsenicus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus arsenicus"	"EZ_3926"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus barbaricus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus barbaricus"	"EZ_3927"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus enclensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus enclensis"	"EZ_3928"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus gelatini"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus gelatini"	"EZ_3929"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus halophilus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus halophilus"	"EZ_3930"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus macauensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus macauensis"	"EZ_3931"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus nanhaiensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus nanhaiensis"	"EZ_3932"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus phosphorivorans"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus phosphorivorans"	"EZ_3933"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus rigui"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus rigui"	"EZ_3934"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"Fictibacillus solisalsi"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus solisalsi"	"EZ_3935"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Filibacter"	"Filibacter limicola"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Filibacter;Filibacter limicola"	"EZ_3936"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Peptostreptococcaceae"	"Filifactor"	"Filifactor alocis"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor;Filifactor alocis"	"EZ_3937"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Peptostreptococcaceae"	"Filifactor"	"Filifactor villosus"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor;Filifactor villosus"	"EZ_3938"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Filimonas"	"Filimonas aquilariae"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;Filimonas aquilariae"	"EZ_3939"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Filimonas"	"Filimonas endophytica"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;Filimonas endophytica"	"EZ_3940"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Filimonas"	"Filimonas lacunae"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;Filimonas lacunae"	"EZ_3941"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Filimonas"	"Filimonas zeae"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;Filimonas zeae"	"EZ_3942"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Filobacillus"	"Filobacillus milosensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Filobacillus;Filobacillus milosensis"	"EZ_3943"
"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Filobacteriaceae"	"Filobacterium"	"Filobacterium rodentium"	"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Filobacteriaceae;Filobacterium;Filobacterium rodentium"	"EZ_3944"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Hyphomicrobiaceae"	"Filomicrobium"	"Filomicrobium fusiforme"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Filomicrobium;Filomicrobium fusiforme"	"EZ_3945"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Hyphomicrobiaceae"	"Filomicrobium"	"Filomicrobium insigne"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Filomicrobium;Filomicrobium insigne"	"EZ_3946"
"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Gemmatales"	"Gemmataceae"	"Fimbriiglobus"	"Fimbriiglobus ruber"	"Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;Fimbriiglobus;Fimbriiglobus ruber"	"EZ_3947"
"Bacteria"	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	"Fimbriimonas"	"Fimbriimonas ginsengisoli"	"Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas ginsengisoli"	"EZ_3948"
"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Peptoniphilaceae"	"Finegoldia"	"Finegoldia magna"	"Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Finegoldia;Finegoldia magna"	"EZ_3949"
"Bacteria"	"Cyanobacteria"	"c__Cyanobacteria"	"Nostocales"	"Hapalosiphonaceae"	"Fischerella"	"Fischerella major"	"Bacteria;Cyanobacteria;c__Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella major"	"EZ_3950"
"Bacteria"	"Cyanobacteria"	"c__Cyanobacteria"	"Nostocales"	"Hapalosiphonaceae"	"Fischerella"	"Fischerella muscicola"	"Bacteria;Cyanobacteria;c__Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella muscicola"	"EZ_3951"
"Bacteria"	"Cyanobacteria"	"c__Cyanobacteria"	"Nostocales"	"Hapalosiphonaceae"	"Fischerella"	"Fischerella thermalis"	"Bacteria;Cyanobacteria;c__Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella thermalis"	"EZ_3952"
"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Flammeovirga"	"Flammeovirga arenaria"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;Flammeovirga arenaria"	"EZ_3953"
"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Flammeovirga"	"Flammeovirga kamogawensis"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;Flammeovirga kamogawensis"	"EZ_3954"
"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Flammeovirga"	"Flammeovirga pacifica"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;Flammeovirga pacifica"	"EZ_3955"
"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Flammeovirga"	"Flammeovirga yaeyamensis"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;Flammeovirga yaeyamensis"	"EZ_3956"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flaviaesturariibacter"	"Flaviaesturariibacter amylovorans"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter amylovorans"	"EZ_3957"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flaviaesturariibacter"	"Flaviaesturariibacter luteus"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter luteus"	"EZ_3958"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flaviaesturariibacter"	"Flaviaesturariibacter terrae"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter terrae"	"EZ_3959"
"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavicella"	"Flavicella marina"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavicella;Flavicella marina"	"EZ_3960"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Actinomycetales"	"Actinomycetaceae"	"Flaviflexus"	"Flaviflexus huanghaiensis"	"Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Flaviflexus;Flaviflexus huanghaiensis"	"EZ_3961"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Actinomycetales"	"Actinomycetaceae"	"Flaviflexus"	"Flaviflexus salsibiostraticola"	"Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Flaviflexus;Flaviflexus salsibiostraticola"	"EZ_3962"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"Flavihumibacter cheonanensis"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter cheonanensis"	"EZ_3963"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"Flavihumibacter petaseus"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter petaseus"	"EZ_3964"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"Flavihumibacter sediminis"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter sediminis"	"EZ_3965"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"Flavihumibacter solisilvae"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter solisilvae"	"EZ_3966"
